smiles,predict_density,predict_DetoD,predict_DetoP,predict_DetoQ,predict_DetoT,predict_DetoV,predict_HOF_S,predict_BDE,SA_calculated
Nc1nnc2c3[nH]c(=O)[nH]c3c([N+](=O)[O-])nn12,1.7930683,6.8519864,21.28055,3.539479,2.199782,624.3205,129.99707,293.63715,3.505187040105696
O=[N+]([O-])c1nc([N+](=O)[O-])c2nccc([N+](=O)[O-])c2n1,1.7799191,7.4389,24.978813,5.3003473,2.8900747,545.3592,203.75095,231.67113,3.2256788077779106
O=c1c([N+](=O)[O-])cc2cn[nH]c2n1[N+](=O)[O-],1.8001132,7.395707,24.909088,4.9617496,2.824313,570.82263,62.151997,170.55898,3.4241645755272216
O=[N+]([O-])c1ccc2c([N+](=O)[O-])[nH]nc2c1O,1.7759452,6.8955884,21.413868,4.438784,2.4118733,545.9985,-85.130005,276.3318,3.126195344757992
O=[N+]([O-])c1nc2conc2nc1[N+](=O)[O-],1.8041687,7.830517,27.838175,5.8573775,3.250424,553.3677,272.32242,220.52654,3.7330955953517586
O=[N+]([O-])c1ncc2nonc2c1[N+](=O)[O-],1.8169645,8.013929,29.275286,6.293079,3.4915392,552.8563,349.8696,228.9022,3.2309766460084193
Nn1c([N+](=O)[O-])nc2c(=O)o[nH]c21,1.8078686,7.605083,26.310307,4.7266645,2.9540353,627.3742,2.034045,284.38895,3.964434475283552
O=[N+]([O-])c1nn([N+](=O)[O-])c2cc3nc([N+](=O)[O-])n4ccnc4c3c([N+](=O)[O-])c12,1.8088458,7.3958526,24.981813,5.2242665,2.8052595,537.39746,320.76505,151.51515,3.883338516322582
O=c1cc([N+](=O)[O-])[nH]c2ncc([N+](=O)[O-])n12,1.7752988,7.048885,22.295835,4.3178797,2.4283369,566.61505,-79.17704,268.40173,3.6231885469046823
O=c1cc([N+](=O)[O-])c2cnn([N+](=O)[O-])c2n1[N+](=O)[O-],1.8583853,8.039177,29.80809,5.657211,3.2594314,575.2281,107.886536,131.43597,3.803412943524517
O=[N+]([O-])c1ncc2ncc([N+](=O)[O-])n2c1[N+](=O)[O-],1.79549,7.776483,27.409466,5.6670938,3.2212842,568.67194,234.81021,222.83041,3.4104317721457607
O=[N+]([O-])c1cc2ncc([N+](=O)[O-])n2c([N+](=O)[O-])n1,1.77737,7.6528735,26.335047,5.483699,3.1155858,569.52295,174.55975,232.04124,3.4545058106072997
N=c1[nH]c([N+](=O)[O-])nc2[nH]c([N+](=O)[O-])nc12,1.8307742,7.4162083,25.265041,4.22596,2.6104133,621.7573,85.21362,275.8226,3.981089083577312
O=[N+]([O-])Nc1c([N+](=O)[O-])c2c(O)oc-2nc2nc3nccnc3nc12,1.7561638,6.6077375,19.788616,4.055283,2.1349843,527.73285,76.88681,145.04329,3.654788159253565
O=c1nc(N[N+](=O)[O-])[nH]c2nc3c([N+](=O)[O-])nnnc3cc12,1.7913127,7.119543,23.069557,4.3990808,2.5041952,571.1512,250.40561,164.59526,3.5639594227605267
O=[N+]([O-])c1cc([N+](=O)[O-])c2c(n1)c1c([N+](=O)[O-])c[nH]c1c1nncn12,1.7553049,6.823629,20.914072,4.6219,2.4318724,526.4002,295.16083,239.33087,3.572608426812094
O=c1c([N+](=O)[O-])cn2cc([N+](=O)[O-])nc2n1N[N+](=O)[O-],1.823047,7.883598,28.42009,5.293584,3.1805778,602.4185,41.628117,136.69705,3.7623773338529762
O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2n2c([N+](=O)[O-])cnc12,1.8378947,7.456797,25.465591,4.9312186,2.6423414,537.1939,-37.24812,214.63712,3.3432308272563027
O=[N+]([O-])c1cc([N+](=O)[O-])c2c(cc([N+](=O)[O-])n3nnnc23)n1,1.799086,7.49212,25.453154,5.403448,2.946447,545.6776,418.4625,234.37636,3.407783357186757
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c3[nH]ncc3c([N+](=O)[O-])c21,1.8317403,7.813237,27.950268,5.554475,3.1711102,570.4515,358.90353,187.70946,4.086769489463661
O=c1n([N+](=O)[O-])cnc2c([N+](=O)[O-])cnn12,1.846999,7.8128333,28.25147,5.0901966,3.0267265,595.36957,125.54437,145.281,3.3758060782105863
O=c1cc([N+](=O)[O-])n2ncnc2n1[N+](=O)[O-],1.8392038,7.7934794,28.017769,5.1496634,3.047096,593.64966,137.48633,133.26907,3.694518779462822
O=[N+]([O-])c1cnc2c([N+](=O)[O-])cc([N+](=O)[O-])c3c2c1N=NN3[N+](=O)[O-],1.8513855,7.8472486,28.563135,5.7969923,3.1705072,543.7129,397.2128,108.47438,3.743583957186976
Nc1cc([N+](=O)[O-])c2nnnc([N+](=O)[O-])n12,1.7943689,7.727349,26.98342,5.3234606,3.2756581,617.15314,337.47165,268.8471,3.5137910513769537
O=c1cc([N+](=O)[O-])[nH]c2cc([N+](=O)[O-])nn12,1.7546024,7.0610023,22.168768,4.470167,2.5202136,568.2945,-38.320477,277.33453,3.5990318384968116
O=[N+]([O-])Nc1c2cnn([N+](=O)[O-])c2nc2c([N+](=O)[O-])cnnc12,1.8151853,7.6880713,27.127232,5.4577994,3.1516342,576.74805,472.57523,133.60678,3.8460914213254824
O=[N+]([O-])c1nc2c([N+](=O)[O-])c3cccc([N+](=O)[O-])c3nc2c([N+](=O)[O-])c1[N+](=O)[O-],1.8046601,7.371575,24.74795,5.4207964,2.761586,507.74097,149.98755,208.66673,3.313863922520227
O=[N+]([O-])c1cc2n[nH]cc2c([N+](=O)[O-])c1[N+](=O)[O-],1.7864584,7.4722443,25.218893,5.4572177,2.9989247,549.90125,138.65372,223.30542,3.208029849068838
O=[N+]([O-])c1c[nH]c2nnc3c(nnn3[N+](=O)[O-])c12,1.8268511,7.729703,27.553974,5.427256,3.1680014,584.07794,520.1878,133.87587,3.7327578875303766
O=[N+]([O-])c1cc2nc([N+](=O)[O-])oc2nn1,1.801132,7.674667,26.714003,5.404757,2.9991755,554.49695,151.51767,256.47134,3.901282462143504
O=c1n([N+](=O)[O-])c2nc([N+](=O)[O-])ncc2c2nc([N+](=O)[O-])cn12,1.8571619,7.566269,26.638021,4.800278,2.6944866,561.9329,102.24811,132.89761,3.736661361063163
O=[N+]([O-])c1cn2c([N+](=O)[O-])cnc2c2c1nc([N+](=O)[O-])n2[N+](=O)[O-],1.8618718,7.9683475,29.474516,5.647572,3.1864212,562.55927,266.7548,140.59782,3.842222227066941
Nc1c2c(n3nnnc3c1[N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C2=O,1.860334,7.597068,26.757202,4.6061897,2.7227237,593.25714,118.33954,159.04144,3.7580646870433423
O=[N+]([O-])c1cc([N+](=O)[O-])c2c(n1)c1c[nH]nc1c1c2nnn1[N+](=O)[O-],1.796156,7.2344217,23.890522,5.0640593,2.7346117,539.5307,437.32193,153.5434,3.970621135842195
O=[N+]([O-])c1cc([N+](=O)[O-])c2cnn([N+](=O)[O-])c2n1,1.8301136,7.9169164,28.791666,5.751539,3.2990947,572.7014,251.82922,127.043,3.4717875413765302
O=c1[nH]cc([N+](=O)[O-])c2ncc([N+](=O)[O-])n12,1.8172199,7.188467,23.561537,4.341443,2.452251,568.41754,-68.33068,272.4259,3.2808118027186364
O=[N+]([O-])c1nc([N+](=O)[O-])c2c([N+](=O)[O-])cc3[nH]cc([N+](=O)[O-])c3c2n1,1.8147665,7.3380246,24.6103,5.059207,2.6784205,529.76605,117.44754,220.98746,3.4722303406542547
Nc1ccc2c(N)c([N+](=O)[O-])c3nc([N+](=O)[O-])c([N+](=O)[O-])n3c(=O)c2c1[N+](=O)[O-],1.7852299,7.049009,22.413462,4.5188937,2.4796464,551.29767,-78.484085,248.79922,3.527118565245922
Nc1[nH]nc2nc([N+](=O)[O-])c3nc([N+](=O)[O-])cnc3c12,1.7770494,6.903365,21.586422,4.2847676,2.4367523,571.34863,286.97803,252.17838,3.5882329981886407
O=[N+]([O-])c1cc([N+](=O)[O-])c2c(n1)nc([N+](=O)[O-])n1ncnc21,1.8025101,7.3884654,24.866396,5.0452924,2.7614412,548.4255,326.01593,229.75941,3.4160079725713732
O=[N+]([O-])c1nc2ccc3c(nc([N+](=O)[O-])n3[N+](=O)[O-])c2nc1[N+](=O)[O-],1.8125545,7.6143107,26.47975,5.4684095,2.9702601,541.15247,282.85016,137.47208,3.673005771193864
O=[N+]([O-])c1ncc2nc3c(cc2c1[N+](=O)[O-])nnn3[N+](=O)[O-],1.80852,7.5848126,26.320171,5.502603,3.0326324,549.88635,436.06436,135.13448,3.6075879725713733
O=[N+]([O-])c1nc2c([nH]1)c([N+](=O)[O-])cc1c([N+](=O)[O-])ncnc12,1.7895087,7.0421414,22.474075,4.6529226,2.4702709,532.07117,175.09119,254.6245,3.433373357186756
O=[N+]([O-])c1nc2c([N+](=O)[O-])ccc([N+](=O)[O-])c2nc1[N+](=O)[O-],1.8281788,7.731696,27.40913,5.641976,3.035872,535.9567,152.88855,217.74178,3.1311628158586204
O=c1c([N+](=O)[O-])c([N+](=O)[O-])oc2c([N+](=O)[O-])c3[nH]c4ccncc4c3c([N+](=O)[O-])c12,1.7660906,6.7857623,20.697102,4.674955,2.2605743,483.7401,-115.7587,230.22118,3.6149936908578493
O=[N+]([O-])n1c(O)c2[nH]c3[nH]ncc3c2c1O,1.7580459,6.4541593,18.856125,3.4892561,2.008085,577.60284,-173.53973,204.38463,4.12363099283085
O=c1[nH]c2nc3ccc([N+](=O)[O-])c([N+](=O)[O-])c3c([N+](=O)[O-])c2[nH]1,1.7815108,6.7843466,20.749147,4.1900177,2.1815183,524.29474,-121.467285,224.06662,3.0798690533708566
O=[N+]c1nc2nc([N+](=O)[O-])[nH]c(=O)c2[nH]1,1.8229023,7.179061,23.602242,3.934574,2.3213954,593.7062,-10.788342,271.7116,4.214955257640689
O=[N+]([O-])c1ccc2c(n1)c([N+](=O)[O-])c([N+](=O)[O-])c1nnnn12,1.8106858,7.5435905,25.867098,5.462307,2.9666243,543.2339,436.90927,228.77437,3.1950025879559876
O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])c(O)[nH]c2c1,1.788291,7.1007094,22.718037,4.643879,2.4929278,539.036,-210.54701,250.64336,2.9564326358322095
O=[N+]([O-])c1nc2[nH]cc([N+](=O)[O-])c2c2c1ncn2[N+](=O)[O-],1.816962,7.4345903,25.414675,5.018341,2.808009,560.38306,207.25684,128.8408,3.7700743896629394
O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])nc2[nH]1,1.8171575,7.0429335,22.592207,3.9790964,2.2404437,567.5928,-152.74315,238.03821,2.99561001380987
O=[N+]([O-])c1nnc2c3c(cnn12)nnn3[N+](=O)[O-],1.8481898,8.174006,30.901466,5.9898605,3.602297,600.6536,662.92303,130.59898,3.8226305029149916
O=[N+]([O-])c1cc([N+](=O)[O-])c2c(n1)c([N+](=O)[O-])c([N+](=O)[O-])c1ocnc12,1.840048,7.4896774,25.795834,5.261789,2.6967275,511.43253,32.09992,221.43768,3.5039814313545987
O=[N+]([O-])c1cnc2c(cnc3cc([N+](=O)[O-])n4c([N+](=O)[O-])nnc4c32)n1,1.7687993,6.918605,21.588192,4.7886186,2.47903,517.6562,406.98764,238.20406,3.620658335617506
Nn1c([N+](=O)[O-])nc(=O)c2ncnc([N+](=O)[O-])c21,1.8043777,7.431351,25.144112,4.7272835,2.782098,591.1843,136.04626,237.11514,3.4235567721457603
O=[N+]([O-])c1nc2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]1,1.8649336,8.002307,29.626804,5.5871105,3.1351192,560.5933,53.024357,215.33182,3.235895648404197
O=[N+]([O-])c1ccc2c([N+](=O)[O-])c3nnc4c(ncn4[N+](=O)[O-])c3nc2c1[N+](=O)[O-],1.8124427,7.3458953,24.777235,5.2841134,2.7718656,522.42004,416.5576,144.77559,3.604038631355696
Nc1nc2[nH]c(=O)n([N+](=O)[O-])c(=O)c2nc1C=N[N+][O-],1.8044773,7.1032753,23.036116,3.8906755,2.3716474,613.164,-12.619443,173.91739,4.334761949237592
Nn1c([N+](=O)[O-])nc2nc([N+](=O)[O-])c([N+](=O)[O-])cc21,1.8287817,7.8879642,28.521921,5.4545107,3.2518938,597.18945,217.30695,229.38968,3.5065957127552867
NN=c1nc([N+](=O)[O-])[nH]c2c([N+](=O)[O-])c3cc([N+](=O)[O-])cnc3c(O)c12,1.7901335,6.8721676,21.394451,4.225437,2.3315496,554.1328,-27.956923,275.70206,3.749340698254869
O=[N+]([O-])c1cc2ncn3nnc([N+](=O)[O-])c3c2[nH]1,1.7459757,7.025851,21.924393,4.76811,2.6699405,561.7028,324.68982,288.33997,3.747545579838068
NN=c1[nH]c([N+](=O)[O-])nc2c1c(N[N+](=O)[O-])nc1nc([N+](=O)[O-])cnc12,1.8160322,7.378582,25.064999,4.618025,2.7598524,599.6113,344.26248,147.09651,4.116068926083379
O=c1[nH]cnc2oc([N+](=O)[O-])nc12,1.7708927,6.7072506,20.212202,3.684775,2.0157018,551.2153,-167.26648,273.2858,3.664889750008826
O=[N+]([O-])N=Cc1nnnc2c([N+](=O)[O-])c3cc4nc([N+](=O)[O-])[nH]c4nc3c([N+](=O)[O-])c12,1.8086296,7.367376,24.761295,5.08659,2.7501383,541.5596,452.62094,191.71678,4.274615558806017
Nn1c([N+](=O)[O-])nc2nc([N+](=O)[O-])[nH]c2c1=NNC(=O)N[N+](=O)[O-],1.8544557,8.025599,29.804314,4.846877,3.1984625,662.6008,151.21143,170.6044,4.084274630913095
O=[N+]([O-])c1oc2c([N+](=O)[O-])cc3ncc([N+](=O)[O-])n3c2c1[N+](=O)[O-],1.8266383,7.659775,26.80453,5.5382595,2.9229894,526.02246,52.21358,243.66998,3.6273775155284804
O=[N+]([O-])c1nn([N+](=O)[O-])c2ncncc12,1.787957,7.6416693,26.537054,5.4569364,3.194829,586.3526,330.15216,125.68736,3.5201282407551364
O=[N+]([O-])c1nc2n[nH]c([N+](=O)[O-])c2c2ncncc12,1.7597818,6.8135324,20.902296,4.500459,2.4187171,538.853,309.34906,252.93155,3.5294231089817014
O=c1c2nc([N+](=O)[O-])nnc2ncn1[N+](=O)[O-],1.8748868,7.992445,29.918476,5.268724,3.1009178,587.62286,270.2447,136.81277,3.8032328025763427
O=[N+]([O-])c1cc2cn[nH]c2n2nnc([N+](=O)[O-])c12,1.7592889,7.156933,22.904402,5.060918,2.8229475,558.8487,394.3044,258.56265,3.4692932721457614
O=[N+]([O-])c1nn([N+](=O)[O-])c2c1cnc1ncnn12,1.78979,7.543838,25.861996,5.2620387,3.0696003,584.2084,476.93515,141.14825,3.6770492721457604
O=[N+]([O-])c1cc2c([N+](=O)[O-])c([N+](=O)[O-])cc([N+](=O)[O-])c2o1,1.8313569,7.7701445,27.610418,5.7824316,3.0229878,518.78534,-90.62378,226.51543,3.1113583057468537
N=c1[nH]cnc2c1c1cnn([N+](=O)[O-])c1n2[N+](=O)[O-],1.7838051,7.2075386,23.630747,4.7069464,2.7800817,593.85175,317.57043,148.32364,4.3365258666014395
O=[N+]([O-])c1ccc2c(c1)nc([N+](=O)[O-])c1c2c([N+](=O)[O-])nn1[N+](=O)[O-],1.7798294,7.3736773,24.576283,5.4577403,2.8929396,529.5739,238.8396,124.10327,3.401094175327044
NC1=C(N[N+](=O)[O-])N(N[N+](=O)[O-])C(=O)C1=C1N=NN=N1,1.8497483,8.132283,30.535389,5.237131,3.468349,665.6819,364.67337,153.53369,4.420833744109386
O=[N+]([O-])ON=c1[nH]cnc2c1nc([N+](=O)[O-])n2[N+](=O)[O-],1.8762126,8.387741,32.63987,5.7752576,3.5498693,615.34076,261.22137,134.96114,4.344846564622207
O=[N+]([O-])c1nc2cnn([N+](=O)[O-])c2[nH]1,1.8051174,7.9662614,28.82907,5.521682,3.4289541,622.2484,266.60205,148.36885,4.0138433387285755
O=c1[nH]c(=O)c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2[nH]1,1.8457993,7.450506,25.502956,4.204301,2.5282001,605.743,-123.887,159.601,3.999502337189675
O=[N+]([O-])c1oc2ncn3c([N+](=O)[O-])cnc3c2c1[N+](=O)[O-],1.8288047,7.4712553,25.565744,5.153637,2.732335,530.0417,96.9321,250.8616,3.5646266163835856
O=c1nc[nH]c2c1n([N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],1.8294429,7.4555817,25.55826,4.385158,2.6221738,600.9787,-70.43394,151.84573,4.193201884700988
O=c1[nH][nH]c(=O)c2nc([N+](=O)[O-])ncc12,1.8006752,6.7056193,20.54907,3.6847014,2.0425134,558.2721,-103.25224,252.72662,3.379204788597537
O=[N+]([O-])c1ncnc2c1cc([N+](=O)[O-])n2[N+](=O)[O-],1.8245481,7.866395,28.37588,5.6526203,3.2384205,572.5198,225.7024,125.31204,3.612242349068838
O=[N+]([O-])Nc1nc2oc([N+](=O)[O-])cc2c2ncn-2c1[N+](=O)[O-],1.8028364,7.510831,25.668001,5.124978,2.885879,564.09015,115.62109,141.19653,3.729771049494449
O=[N+]([O-])c1cc([N+](=O)[O-])c2c([nH]c3nonc32)c1[N+](=O)[O-],1.8440709,7.7392125,27.567905,5.6969337,3.0494776,533.0629,247.11258,235.01315,3.408988559703424
O=[N+]([O-])c1nc2c([N+](=O)[O-])c([N+](=O)[O-])ccn2n1,1.7957863,7.748137,27.14997,5.619615,3.1827195,566.4702,209.64532,232.56622,3.2107183106073
O=c1c([N+](=O)[O-])c2c(nnn2[N+](=O)[O-])nc2c1ncn2[N+](=O)[O-],1.8733155,8.069832,30.32074,5.5748916,3.2022994,573.5334,375.24075,123.67062,4.052626125331154
O=c1n(C=N[N+](=O)[O-])cnc2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,1.8779941,8.148091,30.797844,5.4649982,3.2070224,587.2079,64.09996,203.78616,3.981338298495512
O=c1[nH]c(=NN[N+](=O)[O-])c2ccn([N+](=O)[O-])c2[nH]1,1.7982675,7.2725835,23.987232,4.2920775,2.660653,624.62103,-32.887936,159.72154,4.289800355348273
O=[N+]([O-])c1cc2c(cnn2[N+](=O)[O-])c2nnnn12,1.8098725,7.7075305,27.098686,5.6220136,3.2618093,580.9651,547.589,141.07324,3.732137579838068
O=[N+]([O-])c1cn2c(n1)c1c([N+](=O)[O-])c([N+](=O)[O-])[nH]c1c1cncc([N+](=O)[O-])c12,1.7814925,7.0246863,22.260143,4.80204,2.504193,521.8333,172.17145,243.99533,3.7219306215857397
O=c1c2c(cnn2C=N[N+](=O)[O-])c([N+](=O)[O-])nn1[N+](=O)[O-],1.8486494,8.145426,30.543848,5.7084093,3.4147625,598.5823,260.22647,145.02417,4.240340873179422
O=c1[nH]c2nc([N+](=O)[O-])oc2[nH]1,1.8447784,7.0631776,22.91924,3.4712665,2.037737,591.4916,-270.9783,280.10385,3.902285617351894
Nc1c2c(nc([N+](=O)[O-])n3ncnc23)nn1[N+](=O)[O-],1.8129785,7.5695524,26.234097,4.8745875,2.9811213,614.0505,415.02444,178.48112,3.7999474642345765
O=c1n([N+](=O)[O-])cnc2ncc([N+](=O)[O-])n12,1.8218638,7.6534553,26.877342,4.898358,2.908315,594.6831,76.44571,147.9435,3.733777455670335
O=[N+]([O-])c1[nH]c([N+](=O)[O-])c2ncncc12,1.7597084,7.031602,22.153494,4.7176905,2.6240907,558.42096,141.37973,293.96863,3.5033575090478193
O=[N+]([O-])c1cc2c3ncc([N+](=O)[O-])n3nnn2c1[N+](=O)[O-],1.8101319,7.7989798,27.645798,5.799389,3.2731268,563.6469,456.79617,249.8934,3.569810422051603
O=[N+]([O-])c1nc2cc([N+](=O)[O-])c3c(nnn3[N+](=O)[O-])c2[nH]1,1.8286053,7.737472,27.45896,5.372711,3.0617974,570.2658,333.89838,127.057465,3.813760219622452
O=[N+]([O-])c1ccc([N+](=O)[O-])c2c([N+](=O)[O-])c3c([N+](=O)[O-])n[nH]c3nc12,1.8142108,7.399063,24.9918,5.206444,2.763227,530.15015,171.51736,224.85605,3.2588383773936345
O=[N+]([O-])Nc1nn2cc([N+](=O)[O-])nc2c2c([N+](=O)[O-])c([N+](=O)[O-])oc12,1.85453,8.069438,30.112598,5.7104053,3.2701068,570.83215,184.92145,136.23282,3.8069270111479403
O=[N+]([O-])c1c2ccccc2nc2c([N+](=O)[O-])c3c(c([N+](=O)[O-])c12)n([N+](=O)[O-])n3[N+](=O)[O-],1.7673562,7.2417803,23.593409,5.460341,2.8165948,514.58044,217.18784,133.49672,3.6480041669944274
O=[N+]([O-])c1c([N+](=O)[O-])c2occn2c1O,1.7927061,7.255341,23.691557,4.7512965,2.5929282,547.4452,-238.86699,273.88574,3.516465426496225
O=[N+]([O-])c1ncc2c(cc([N+](=O)[O-])c3[nH]nc([N+](=O)[O-])c32)n1,1.7949004,7.130434,23.0934,4.830837,2.577232,533.8027,220.16974,260.47388,3.4490125879559868
O=c1[nH]nc([N+](=O)[O-])c2cnoc12,1.7805235,7.212238,23.41333,4.7805586,2.6461003,555.0544,38.076847,277.88977,3.4324474423165174
Nc1c[n+]2c(cc1[N+](=O)[O-])cc([N+](=O)[O-])c1c([N+](=O)[O-])c3c([N+](=O)[O-])ccc([N+](=O)[O-])c3nc12,1.7661859,6.815451,20.89924,4.756713,2.4231877,510.73282,58.050068,225.12961,3.7342957162607187
O=[N+]([O-])c1ncc([N+](=O)[O-])n2cnnc12,1.8024794,7.6915145,26.93456,5.509057,3.204719,582.27264,351.74557,251.83313,3.3804779593292444
Nc1ncc2[nH]c([N+](=O)[O-])c([N+](=O)[O-])c2n1,1.7492509,6.9780235,21.705217,4.2660956,2.5437155,599.58136,77.20239,276.33112,3.2631209261533405
O=[N+]([O-])c1ccc2c(n1)c([N+](=O)[O-])c([N+](=O)[O-])c1nc([N+](=O)[O-])ncc12,1.7836437,7.1113563,22.898537,5.06619,2.5776875,508.01343,181.72571,222.40201,3.469699819133991
O=c1c2nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3nc2nc([N+](=O)[O-])n1[N+](=O)[O-],1.8523088,7.567352,26.55668,5.1097884,2.727056,532.25366,99.56094,135.6074,3.441579807991867
O=[N+]([O-])c1cc2c(cnn2[N+](=O)[O-])n2nnnc12,1.816516,7.7523313,27.475155,5.680384,3.292723,579.9265,562.10266,141.53508,3.6171369644534535
O=c1[nH]c2cc([N+](=O)[O-])nn2cc1[N+](=O)[O-],1.8036708,7.205042,23.488598,4.47128,2.5293987,570.3586,-40.112453,265.50833,3.4032182427901922
O=C1OCc2cc([N+](=O)[O-])nc3c4nn(C=N[N+](=O)[O-])nc4c(=O)n1c23,1.785933,6.7092047,20.401989,3.9313076,2.092866,534.86395,-100.04926,195.43184,4.213694874079044
O=[N+]([O-])c1nc2nc3nonc3cc2n1[N+](=O)[O-],1.8191576,7.831509,28.080664,5.8247437,3.2518036,556.48206,458.1017,128.31795,3.821578195222685
O=c1c2nc([N+](=O)[O-])[nH]c2cnn1[N+](=O)[O-],1.8349166,7.7300577,27.563189,4.975979,2.9445348,592.7897,94.39618,157.02734,3.7548880102320528
O=[N+]([O-])C1=Nc2c([N+](=O)[O-])ncc3nnc([N+](=O)[O-])c(c23)N1,1.8371537,7.557406,26.310467,5.191036,2.8594036,550.13806,358.35666,243.25873,4.00383951103291
O=[N+]([O-])N=Cc1c([N+](=O)[O-])oc2c(O)cc([N+](=O)[O-])nc12,1.8120729,7.4428687,25.250795,5.0028086,2.7360806,546.2791,-149.61386,179.18604,4.0077922468057965
O=[N+]([O-])N=Cc1c2ncnc-2c2c([N+](=O)[O-])ncnc2n1[N+](=O)[O-],1.7811699,7.3361387,24.445292,5.1161356,2.8729794,561.6948,417.4233,131.47845,4.0466467900040035
Nc1nc2c(c([N+](=O)[O-])n1)Nc1c(nnn3cc([N+](=O)[O-])nc13)O2,1.7873032,6.9673867,21.963589,4.143638,2.3781793,575.5108,224.46118,286.97348,3.999664491705288
O=[N+]([O-])c1ccc([N+](=O)[O-])c2c1nc([N+](=O)[O-])n1nnnc21,1.8153219,7.5449376,25.947971,5.4227695,2.9604726,545.5061,437.34464,234.9011,3.176033357186756
Nc1ncnc2c1cc([N+](=O)[O-])n1c([N+](=O)[O-])c([N+](=O)[O-])nc21,1.7611789,7.0432014,22.2328,4.6230435,2.5767157,559.60693,207.8424,244.66167,3.4786695496487727
O=[N+]([O-])c1c2nnn([N+](=O)[O-])c2c([N+](=O)[O-])c2ccoc12,1.8101231,7.6165175,26.393057,5.6841974,3.0376773,532.1185,229.60364,115.61777,3.6881877499868256
O=[N+]([O-])N=Cc1c([N+](=O)[O-])[nH]c2nc([N+](=O)[O-])ncc12,1.8038452,7.5426173,25.916214,5.0856667,2.9518037,581.1776,191.85718,180.72246,4.0930747697504115
O=[N+]([O-])c1cn2nnnc2c2[nH]nnc12,1.7723141,7.3468614,24.240536,5.0092525,3.001583,600.6756,574.4383,285.77374,3.6760078951903212
O=[N+]([O-])c1c([N+](=O)[O-])c2[nH]ncc2c2c([N+](=O)[O-])ncnc12,1.7940117,7.185049,23.459204,5.011099,2.667672,532.1292,267.0902,229.88203,3.4037656648790646
O=[N+]([O-])c1cn2nnc3nc4c([N+](=O)[O-])cc([N+](=O)[O-])c([N+](=O)[O-])c4nc3c2n1,1.8323096,7.510287,25.93812,5.3027153,2.818046,530.02124,468.19046,224.70644,3.6403190597880215
O=[N+]([O-])c1cnc2nc([N+](=O)[O-])c([N+](=O)[O-])nc2c1,1.787279,7.4344788,25.04522,5.290999,2.8692207,541.8734,208.71725,219.72795,3.122131296465694
NN=c1c2nnc([N+](=O)[O-])nc2nc([N+](=O)[O-])n1N,1.843201,7.993568,29.554117,5.1914434,3.4042275,657.08057,490.22598,242.15694,3.971172020447594
O=[N+]([O-])c1cc2nc3nc([N+](=O)[O-])c4c(cnc5c4cnn5[N+](=O)[O-])c3nc2cc1[N+](=O)[O-],1.7914182,6.90387,21.812967,4.780277,2.404977,502.85062,380.8616,160.31651,3.690628534831764
O=[N+]([O-])c1cc2nnc([N+](=O)[O-])c([N+](=O)[O-])c2cc1[N+](=O)[O-],1.8154123,7.7957635,27.70615,5.919032,3.1960156,537.3236,224.0889,215.60683,3.078678264348561
O=[N+]([O-])c1cnc2cnn([N+](=O)[O-])c2c1[N+](=O)[O-],1.7981381,7.887992,28.259048,5.9630566,3.4105165,570.76385,307.02313,125.43373,3.422668310607299
Nc1nc([N+](=O)[O-])c([N+](=O)[O-])c2nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3c([N+](=O)[O-])c12,1.8237083,7.409853,25.157454,5.1400776,2.7339833,531.58954,69.80078,225.6448,3.38145962183264
Nn1c(=O)c2c(cc([N+](=O)[O-])n2[N+](=O)[O-])n(N)c1=O,1.8321172,7.6173663,26.615232,4.6640143,2.919046,629.1783,-79.47889,155.9398,3.8088235118133706
O=[N+]([O-])c1cc([N+](=O)[O-])c2cc([N+](=O)[O-])c3c(ncn3[N+](=O)[O-])c2nc2c3nc-2onc1-3,1.7905812,7.149107,23.324787,5.20097,2.639447,504.6258,326.4936,142.19281,4.734832879290772
O=c1[nH]c(=O)c2nnn(C=N[N+](=O)[O-])c2[nH]1,1.8089367,7.082865,22.757904,3.6395762,2.2668538,626.42334,-52.899708,194.40688,3.955752671152527
O=c1[nH]c2cc([N+](=O)[O-])c3nnn([N+](=O)[O-])c3c2[nH]1,1.8307781,7.2486978,24.137024,4.399719,2.4984572,571.5858,81.70491,151.86485,3.5458785293233337
O=c1c2nc([N+](=O)[O-])[nH]c2ncn1[N+](=O)[O-],1.8542961,7.677948,27.428843,4.676522,2.781472,596.3689,30.530458,151.2815,3.7870658277633584
