smiles,predict_density,predict_DetoD,predict_DetoP,predict_DetoQ,predict_DetoT,predict_DetoV,predict_HOF_S,predict_BDE,SA_calculated
O=[N+]([O-])Nc1ncc([N+](=O)[O-])c2nnc([N+](=O)[O-])n12,1.8506371,8.286696,31.703857,5.8031635,3.5983295,619.7973,361.89743,122.052414,3.55211138696343
O=c1n(N[N+](=O)[O-])c2nc3n(C=N[N+](=O)[O-])c(=O)n([N+](=O)[O-])n3c(=O)c2n1N[N+](=O)[O-],1.9214605,8.371264,32.956757,5.126059,3.2245626,631.0549,-22.13864,147.5558,4.773736349005774
Nc1nc2nc([N+](=O)[O-])nn2c(N)c1[N+](=O)[O-],1.8582166,7.6048665,26.711985,4.2858024,2.7760224,651.7547,156.30515,309.1226,3.3805404279944016
Nn1nc([N+](=O)[O-])c2c(=O)n(N)c(=O)n([N+](=O)[O-])c2c1=O,1.8798089,7.893492,29.058918,4.709098,2.9526703,629.1856,-110.13895,132.28522,3.8293666973552467
NN=c1c2[nH]c(N)c([N+](=O)[O-])c2c([N+](=O)[O-])nn1N,1.8066268,7.5611973,26.117283,4.6675086,3.1438477,676.69916,260.25497,258.12766,4.024591405062978
O=c1c([N+](=O)[O-])c([N+](=O)[O-])[nH]c2nc(C=N[N+](=O)[O-])nn12,1.8748375,8.051776,30.061716,5.190974,3.1108892,600.5148,139.92981,208.76938,4.129408455597005
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])onc21,1.851856,8.490095,33.243618,6.2894087,3.9358087,625.9893,318.21106,268.7899,3.8875285034193023
O=c1c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2nnn1C=N[N+](=O)[O-],1.8660026,8.151329,30.8068,5.5041566,3.270759,594.24426,312.47964,184.90054,4.121704582740864
Nc1nc([N+](=O)[O-])c2c(c1[N+](=O)[O-])OCO2,1.8239933,7.3664765,24.803307,4.461569,2.60524,586.5954,-277.2969,274.53394,3.224979602360854
Nn1c(=O)n([N+](=O)[O-])c2nc(N[N+](=O)[O-])c(=O)[nH]c21,1.8944737,7.940082,29.541315,4.533773,2.9243531,648.39166,-77.76088,144.20853,3.8829424819860563
Nc1nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n([N+](=O)[O-])c2n1[N+](=O)[O-],1.929563,8.76053,36.051964,5.6012564,3.7416334,670.429,184.47437,140.98856,4.646644421590357
O=c1c2c(N[N+](=O)[O-])nn(C=N[N+](=O)[O-])c2nc2n(N[N+](=O)[O-])c([N+](=O)[O-])nn12,1.8881184,8.336695,32.368015,5.4164953,3.4017482,630.64453,322.9059,140.78865,4.523019951107024
O=c1c2c(n(C=N[N+](=O)[O-])c(=O)n2[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],1.930595,8.543934,34.272972,5.2945366,3.3764653,639.31274,-112.99777,144.03915,4.708161812312822
Nc1nc2c(n1[N+](=O)[O-])n(N)c(=O)n1c([N+](=O)[O-])c([N+](=O)[O-])nc21,1.8767503,7.912678,29.11806,4.841441,3.010564,624.0334,129.94247,193.6727,4.026395441352657
Nc1nc2c(N[N+](=O)[O-])nc([N+](=O)[O-])nc2c(=N[N+](=O)[O-])n1[N+](=O)[O-],1.9048501,8.482095,33.707138,5.5240183,3.5382159,641.3202,301.9293,132.63063,4.185965222190628
Nc1nc2nc([N+](=O)[O-])n3c([N+](=O)[O-])cnc3n2c1[N+](=O)[O-],1.85011,7.681292,27.20464,4.8391137,2.877461,597.0652,226.93036,244.47913,3.8583601238099634
O=c1c(=O)n(N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1C=N[N+](=O)[O-],1.9143449,8.529415,34.01178,5.581761,3.4581265,620.36865,54.40816,138.98796,4.521526095798503
O=c1oc2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2nc1C=N[N+](=O)[O-],1.8958181,8.178058,31.108564,5.6846414,3.1122565,545.4682,-90.48928,184.46196,3.8068891041990174
O=c1n(C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c([N+](=O)[O-])[nH]nc2n1C=N[N+](=O)[O-],1.8700207,8.247686,31.493841,5.327223,3.3889804,638.2597,226.83978,150.17097,4.919128160047279
Nn1c(=O)[nH]c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c21,1.8655878,8.0858965,30.241138,5.03773,3.231815,645.3201,154.2612,131.53326,4.481126658219734
Nc1nc(N[N+](=O)[O-])nc2c1c(=N[N+](=O)[O-])[nH]c(=O)n2[N+](=O)[O-],1.8975304,7.9957848,29.937775,4.6052094,2.962963,646.5872,18.579699,149.81412,4.129173316479509
Nc1nc2c3nc([N+](=O)[O-])n(N[N+](=O)[O-])c3nc([N+](=O)[O-])n2n1,1.8489171,8.059401,30.056452,5.2226334,3.305354,635.16254,415.08963,136.75249,3.924249946671104
Nn1nc([N+](=O)[O-])c2c(C=N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])nc21,1.8674891,8.300576,31.897509,5.9033375,3.591415,608.2269,352.68265,183.72871,4.133610825968041
Nc1nc(N[N+](=O)[O-])n2c(=O)n([N+](=O)[O-])c([N+](=O)[O-])nc12,1.8759137,8.197871,31.219809,5.0395155,3.2488716,646.33777,58.549534,137.45677,3.948149354697903
O=[N+]([O-])N[N+](=O)[O-],1.8464448,9.643279,42.59303,7.108345,5.380159,754.75885,23.55536,163.22763,3.9422462109584675
O=[N+]([O-])N=Cn1nnc2c([N+](=O)[O-])c3c([N+](=O)[O-])nn(N[N+](=O)[O-])c3nc21,1.8833874,8.432946,33.098587,5.9486184,3.6443293,612.89606,577.1439,140.90633,4.426448828012942
NN=c1c2nc(N)n3nc([N+](=O)[O-])nc3c2nc([N+](=O)[O-])n1[N+](=O)[O-],1.8648556,7.9554243,29.454294,5.005219,3.1657372,634.9413,421.18674,135.47623,4.0708636357174
O=c1[nH]c2c([N+](=O)[O-])c(C=N[N+](=O)[O-])n([N+](=O)[O-])c2n1[N+](=O)[O-],1.9365493,8.592249,34.78217,5.7092648,3.4942012,612.2538,70.24254,138.78671,4.347908234512296
O=c1c2c(nc([N+](=O)[O-])n1N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],1.9259413,8.513629,34.07908,5.441345,3.3752644,620.9582,10.371936,136.45944,4.487932883128819
NN=c1c2c([N+](=O)[O-])nn(N)c2nc([N+](=O)[O-])n1N[N+](=O)[O-],1.861707,8.458801,33.098183,5.7174306,3.878871,681.5998,448.8823,146.5555,4.300618052146968
O=[N+]([O-])NC1=NNn2c(O)c([N+](=O)[O-])c([N+](=O)[O-])c2N1,1.9043393,8.441604,33.405804,5.445591,3.545267,652.44617,74.31886,153.62201,4.037693734433527
Nc1nnc2c(n1)c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n2[N+](=O)[O-],1.8849953,8.173256,31.194775,5.392859,3.2515874,602.3295,195.35806,149.00677,3.544820963089512
O=c1n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c([nH]c(=O)n2C=N[N+](=O)[O-])n1C=N[N+](=O)[O-],1.8808246,8.063957,30.20426,4.9223614,3.0770688,628.9359,28.52556,138.95448,5.135333263507421
Nn1nc([N+](=O)[O-])c2c(nnn2[N+](=O)[O-])c1=O,1.8691462,8.407656,32.718563,5.7386804,3.669241,641.40356,330.02768,121.72101,3.9765004279944023
O=[N+]([O-])N=Cc1nn2c([N+](=O)[O-])nc([N+](=O)[O-])c(C=N[N+](=O)[O-])c2c1[N+](=O)[O-],1.8604484,8.342946,32.133427,6.1093373,3.6136827,589.7955,392.02927,177.35927,4.403011702666821
Nc1nn2c([N+](=O)[O-])nc([N+](=O)[O-])c([N+](=O)[O-])c2c1N[N+](=O)[O-],1.8999963,8.519962,33.92987,5.830799,3.6624312,627.59357,270.5796,165.53514,3.7847666960507578
O=[N+]([O-])NN=c1c2nc([N+](=O)[O-])nc(N[N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],1.9173077,8.773511,36.08496,5.92694,3.8297987,646.21,384.57486,133.66568,4.421671315127618
O=c1c([N+](=O)[O-])c([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n1C=N[N+](=O)[O-],1.9323593,8.6340065,35.06337,5.9557157,3.5286868,590.5604,119.270966,140.21933,4.240839807991867
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c(c([N+](=O)[O-])nn2C=N[N+](=O)[O-])n1C=N[N+](=O)[O-],1.8854403,8.593357,34.234795,5.7739196,3.734153,648.33673,309.78897,155.74677,5.047940203934398
Nn1nnc2c1nc([N+](=O)[O-])n2[N+](=O)[O-],1.8711537,8.744449,35.512825,6.20722,4.190165,676.3884,498.5333,133.87582,4.0477285034193
O=c1c2nc3c(nc2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n3[N+](=O)[O-],1.9365455,8.426976,33.488914,5.164547,3.2288547,627.04175,-10.03201,144.63394,4.4754547354973315
Nn1c(=N[N+](=O)[O-])c2[nH]cnc2n([N+](=O)[O-])c1=O,1.8571204,7.9059567,28.91874,4.8254237,3.123544,649.8845,123.181366,137.35506,4.079720233684222
O=c1nc([N+](=O)[O-])nc2nncc([N+](=O)[O-])n12,1.8453453,7.7543354,27.717964,4.933365,2.8762841,584.5739,169.05157,236.99701,3.5603501938806907
Nc1nn([N+](=O)[O-])c(=O)c2c([N+](=O)[O-])ncn12,1.8341564,7.7730775,27.845901,4.851975,3.0242212,625.0092,98.60916,161.40596,3.7835496587636337
O=[N+]([O-])N=Cc1nc2nc([N+](=O)[O-])nc-2n([N+](=O)[O-])n1,1.8551354,8.385444,32.544785,5.954543,3.661915,614.90076,481.47244,126.20448,4.315087590263232
O=c1[nH]c(=NC=N[N+](=O)[O-])c2c(n1C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],1.8742757,8.041565,30.009068,4.9219584,3.0839653,629.1486,26.294329,146.82411,5.203513455815115
Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])cn2c1=O,1.8347875,7.7900767,27.76136,4.9331393,3.0459902,619.7565,125.455444,256.7615,3.6367096587636327
O=[N+]([O-])N=Nc1c([N+](=O)[O-])n(N[N+](=O)[O-])c2nc(=N[N+](=O)[O-])[nH]c([N+](=O)[O-])c12,1.924501,8.8777895,36.868557,6.195865,3.9320085,636.1576,417.3754,136.9546,4.653322097677217
Nn1[nH]c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c21,1.8831474,8.5755625,34.15515,5.819201,3.8828247,669.60626,466.2844,157.21387,4.9629894233764835
NN=c1c2c(ncn2[N+](=O)[O-])[nH]c(=O)n1[N+](=O)[O-],1.8641422,7.887754,28.836002,4.73922,3.0637612,649.8643,116.12628,145.34161,4.222076002914992
O=[N+]([O-])N=Cc1nc2c(nc([N+](=O)[O-])n3nc([N+](=O)[O-])nc23)n1[N+](=O)[O-],1.890512,8.362948,32.668274,5.809619,3.4698973,595.5254,486.913,145.75366,4.326944874079046
Nc1c([N+](=O)[O-])cnc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],1.8695724,8.043711,30.12925,5.492332,3.3025417,602.27313,230.75546,140.67287,3.60475386660144
Nc1nc([N+](=O)[O-])c([N+](=O)[O-])c(=Nc2nc([N+](=O)[O-])nc3c([N+](=O)[O-])nn(N)c23)[nH]1,1.8595834,7.8682985,28.654188,4.9756203,3.0678606,619.17847,344.29977,236.5969,4.244205186584345
Nc1nn([N+](=O)[O-])c2nc3c(=O)n(N)c([N+](=O)[O-])c([N+](=O)[O-])c3n12,1.8820683,7.984958,29.725744,5.00375,3.094122,621.23395,167.06229,155.27689,4.071764672121887
N=c1c2nc(N[N+](=O)[O-])[nH]c2n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],1.901912,8.325773,32.443985,5.07158,3.345421,662.36127,83.15408,149.84946,4.275623357186758
Nc1nn([N+](=O)[O-])c2c([N+](=O)[O-])c(C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)c12,1.880903,8.302057,32.014206,5.632832,3.4316306,610.50543,146.22803,129.51459,4.323609579371908
Nc1c(N[N+](=O)[O-])c([N+](=O)[O-])nc2nnnn12,1.8752981,8.313715,32.14097,5.3730254,3.5948465,671.7255,447.43594,148.88824,3.6452572172920608
Nn1c(=O)n([N+](=O)[O-])c2nc(N[N+](=O)[O-])nc([N+](=O)[O-])c21,1.9101431,8.414302,33.293293,5.340632,3.4304135,643.9304,145.45612,139.20338,3.9574413826699315
N=c1[nH]c(=O)n(N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c12,1.8478118,7.6147614,26.796932,4.273377,2.7508678,648.36334,-27.375868,153.68695,4.206377925991915
O=[N+]([O-])c1nnc2c(c1[N+](=O)[O-])OCO2,1.8308289,7.856515,28.246199,5.374482,3.0757797,572.1512,-74.776474,226.11423,3.433971392725118
O=c1n(C=N[N+](=O)[O-])nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n12,1.8875496,8.300383,32.07916,5.3239374,3.2875743,617.8149,193.53375,180.45609,4.192707631421181
O=[N+]([O-])c1nn2cnnc2n1[N+](=O)[O-],1.8392943,8.606334,34.040333,6.3289785,4.0933313,646.0443,494.46933,116.25423,3.8246064966233124
Nc1c2nc(N[N+](=O)[O-])n([N+](=O)[O-])c2nc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],1.9192988,8.392451,33.14562,5.5538836,3.4319928,619.1751,343.39102,145.8864,4.245438185115834
O=c1n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2n1[N+](=O)[O-],1.9118758,8.68157,35.32018,5.9521217,3.7055962,622.46313,301.05255,127.05838,5.0069419976846365
O=c1c([N+](=O)[O-])c(O)[nH]c2cnc([N+](=O)[O-])n12,1.834395,7.2438593,23.964012,4.12994,2.353462,573.311,-248.74109,264.31952,3.655835812609787
O=[N+]([O-])N=CN=c1n(C=N[N+](=O)[O-])c([N+](=O)[O-])nc2nc([N+](=O)[O-])nn12,1.8803967,8.484573,33.39905,5.6721983,3.6229475,638.6027,465.35434,172.6046,4.722213005947177
Nn1c(=N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c2n([N+](=O)[O-])c1=NN[N+](=O)[O-],1.9117827,8.798507,36.153564,5.871312,3.9438546,674.0142,379.5969,144.05098,4.653486900512307
Nc1nc2c(nc(N[N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-],1.9165692,8.665552,35.227894,5.571603,3.7306805,671.7959,265.8296,140.92365,4.114865558909132
Nc1nn(C=N[N+](=O)[O-])c(=O)n2c([N+](=O)[O-])nc([N+](=O)[O-])c12,1.856821,8.048275,29.897713,5.1173835,3.1955738,625.86346,141.77158,196.20572,4.194675877080655
O=c1[nH][nH]c2c1nc(N[N+](=O)[O-])c1c([N+](=O)[O-])n[nH]c12,1.833085,7.3759117,25.168552,4.4691496,2.6689463,601.2095,149.99118,144.38693,3.843110480706123
Nc1nn2c([N+](=O)[O-])nc([N+](=O)[O-])nc2c1C=N[N+](=O)[O-],1.829336,7.949902,28.95317,5.283678,3.287431,623.3858,326.17996,192.63263,4.027634279772828
NN=c1c2[nH]c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])n1N,1.8846971,7.9791517,29.803156,4.633919,3.09744,672.3494,111.67145,162.99367,4.125294481986056
Nn1nc([N+](=O)[O-])c2c(nnn2N[N+](=O)[O-])c1=O,1.8502762,8.363241,32.166645,5.648127,3.7223108,662.3994,362.96622,133.28896,4.038066387530376
O=c1c2nc3[nH]c([N+](=O)[O-])nc3nc2nc([N+](=O)[O-])n1N[N+](=O)[O-],1.8761573,7.8597145,28.83817,4.871105,2.8737607,591.8178,190.55768,138.12422,4.047239431208953
O=[N+]([O-])c1nn2cnnc2n2c([N+](=O)[O-])nnc12,1.8495654,8.116702,30.400867,5.7427692,3.4670215,603.4983,630.8794,247.43773,3.7259428106072985
O=c1n([N+](=O)[O-])c2cc([N+](=O)[O-])c(N[N+](=O)[O-])nc2n1[N+](=O)[O-],1.9212894,8.486639,33.845333,5.691082,3.432901,602.5705,67.272125,125.7327,3.860678234512294
O=[N+]([O-])Nc1nc2nn[nH]c2c(N[N+](=O)[O-])c1[N+](=O)[O-],1.8524764,8.306843,31.84005,5.653789,3.6256337,642.0586,378.31015,130.00462,3.922290154365797
Nc1c([N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])c(N=Nc3cc([N+](=O)[O-])c([N+](=O)[O-])cc3[N+](=O)[O-])n12,1.8613052,8.172599,30.924986,5.8262787,3.419377,587.22046,359.56284,146.17992,3.9959051999130732
O=c1c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])n1[N+](=O)[O-],1.8932577,8.381392,32.793518,5.8070116,3.4479558,592.69586,169.33768,138.49742,4.613837593586004
O=c1[nH]cnc2oc([N+](=O)[O-])c([N+](=O)[O-])c12,1.8102651,7.2286825,23.733269,4.4801226,2.4181986,542.65015,-189.65001,254.31775,3.3498171694449335
[N-]=[N+]=Nn1c(=O)[nH]c2nc([N+](=O)[O-])n(N)c2c1=N[N+](=O)[O-],1.8505422,8.10338,30.22427,5.145446,3.3445208,652.674,426.69138,162.1276,4.27540873032228
Nc1c([N+](=O)[O-])nc2nc(N[N+](=O)[O-])c([N+](=O)[O-])n2c1[N+](=O)[O-],1.8942981,8.426842,33.168213,5.621494,3.5235484,627.614,202.65997,128.70294,3.7969259268199878
O=[N+]([O-])c1nc2c3nc([N+](=O)[O-])n([N+](=O)[O-])c3ncn2n1,1.8790203,8.133899,30.90603,5.5624156,3.2778547,588.60583,429.73837,132.136,3.8117974665860155
Nc1nc2nnc([N+](=O)[O-])c([N+](=O)[O-])n2n1,1.8271815,8.117157,30.162548,5.428255,3.4804356,642.87134,415.7377,229.61443,3.4077359529869717
O=[N+]([O-])N=Cc1nc2n([N+](=O)[O-])nc([N+](=O)[O-])n2c1[N+](=O)[O-],1.9004222,8.813821,36.21364,6.391643,3.9730952,620.41144,407.3832,137.02399,4.388409829335298
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc2c1=NN[N+](=O)[O-],1.9082781,8.574694,34.4597,5.880075,3.6268342,616.13086,396.73856,154.62602,4.540793193249497
O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])nc2n[nH]nc12,1.8469249,8.139809,30.576511,5.2785077,3.4750416,661.66626,404.8912,151.74496,4.249467891169525
Nn1c(=O)n([N+](=O)[O-])c(=N[N+](=O)[O-])c2nc3nc([N+](=O)[O-])n([N+](=O)[O-])c3nc21,1.9419705,8.5217705,34.376526,5.554725,3.4117432,614.7132,314.3209,129.05582,4.372800891856009
NN=c1c2nc([N+](=O)[O-])n(O)c2n(C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],1.902915,8.37063,32.802925,5.3579535,3.439822,644.542,132.16748,140.34555,4.6203646721218865
Nc1n[nH]c2c(=O)n([N+](=O)[O-])nnc12,1.8097339,7.5908523,26.43822,4.6284356,2.9882855,648.65436,224.09268,153.53316,3.727606901481611
Nc1c([N+](=O)[O-])[nH]c(=O)n2c(N)c([N+](=O)[O-])nc12,1.8524812,7.2032194,23.856102,3.6861138,2.3090796,631.593,-159.57439,307.01584,3.738509697677676
NC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C(=O)N1[N+](=O)[O-],1.8822685,8.217145,31.510382,5.2817173,3.412816,648.909,346.73703,151.09789,4.330457993298273
Nn1c([N+](=O)[O-])nc2nn([N+](=O)[O-])cc2c1=O,1.8406614,7.8640027,28.47297,5.0882998,3.1490772,621.0072,145.79834,152.76393,3.8042819664559406
O=c1nc2n(N[N+](=O)[O-])c([N+](=O)[O-])nn2cc1[N+](=O)[O-],1.8794351,8.297859,31.91205,5.5068746,3.3862388,617.2503,145.29712,130.20776,3.935749467379826
Nn1nc([N+](=O)[O-])c2c(c([N+](=O)[O-])nn2N)c1=O,1.8464026,8.049556,29.80255,5.300344,3.4067786,645.8382,238.61423,255.96388,3.8950920217365947
Nc1cc2c(nc1[N+](=O)[O-])nc([N+](=O)[O-])n2N[N+](=O)[O-],1.8019615,7.807734,27.708225,5.259995,3.2602162,621.9774,211.61575,130.50888,3.886276898439333
O=[N+]([O-])Nn1cnc2c([N+](=O)[O-])nc([N+](=O)[O-])nc21,1.8619465,8.256608,31.61772,5.671255,3.5074592,618.8167,306.78046,135.14757,3.760281522710037
Nn1c(=O)n([N+](=O)[O-])c(=O)c2nc[nH]c21,1.8009523,7.124992,23.198164,3.8906112,2.437124,629.2134,-98.10315,159.00401,3.746096964957763
Nc1c([N+](=O)[O-])n(N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc12,1.915109,8.816414,36.34557,6.0701776,3.950242,653.30536,324.46686,136.45352,4.496438946137899
Nc1nc2c(c(=N[N+](=O)[O-])n1N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],1.8985995,8.651048,34.820034,5.511292,3.7546353,684.2595,178.59018,147.53316,4.6066306205595815
Nc1nc2c(nc(N[N+](=O)[O-])n3c(N[N+](=O)[O-])c([N+](=O)[O-])nc23)c2nnc=2n1[N+](=O)[O-],1.8577849,7.96897,29.468035,5.1653056,3.1877544,617.4412,468.68826,152.18839,4.480041615690309
O=[N+]([O-])N=Cn1nc2c([N+](=O)[O-])c([N+](=O)[O-])n3nnc(N[N+](=O)[O-])c3c2n1,1.8838897,8.478695,33.46917,6.090049,3.7290134,611.33954,629.0938,144.24039,4.431609839604091
O=[N+]([O-])Nc1c([N+](=O)[O-])nc2ncnn2c1[N+](=O)[O-],1.8472697,8.244547,31.312084,5.7394156,3.5429862,618.3799,356.71768,119.87761,3.5578208892258747
O=[N+]([O-])Nc1n[nH]c2c1[N+]1([O-])CC(=NN2)N=[N+](O)c2cccc([N+](=O)[O-])c2N1N[N+](=O)[O-],1.7622862,7.5466833,25.599426,5.253036,3.3100164,632.4198,421.83853,162.3629,5.9364603268432194
Nc1nc2c(nc1[N+](=O)[O-])oc1c2c(=NC=N[N+](=O)[O-])[nH]c(=O)n1[N+](=O)[O-],1.8542087,7.511359,26.143852,4.4255342,2.613085,592.46277,-9.679456,172.59447,4.660397616211045
O=c1[nH]nc(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])nn12,1.8642205,7.9396214,29.17374,4.958777,3.0670786,620.9791,237.86978,185.75162,3.919816995850627
O=[N+]([O-])N=Cc1nc2c(c([N+](=O)[O-])nn2C=N[N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.8580917,8.321406,31.935951,6.0637097,3.5776234,589.11414,376.10623,188.47852,4.4078971496522685
Nc1cnc2n(N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n2c1=O,1.8218547,7.8764577,28.334112,5.135116,3.1841846,623.1554,50.276752,140.23972,3.871499564488113
O=[N+]([O-])c1cc2c(nc([N+](=O)[O-])n3nnnc23)o1,1.823716,7.653429,26.68291,5.337523,2.9562967,554.8572,329.04803,262.02167,3.4995831182996078
O=c1n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2n1[N+](=O)[O-],1.9175273,8.461602,33.67488,5.5728965,3.3681417,603.6975,131.7254,120.302444,4.259395441352656
Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn2c1=O,1.8984076,8.436938,33.198017,5.5412054,3.5460484,641.8741,302.118,248.89964,3.5431988895328637
Nn1c(N[N+](=O)[O-])nc2c(c([N+](=O)[O-])nn2[N+](=O)[O-])c1=O,1.9088421,8.480499,33.69789,5.4950485,3.5322423,645.1764,169.05496,138.79944,3.9016313127398616
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nc2c1c([N+](=O)[O-])nn2C=N[N+](=O)[O-],1.8708519,8.186585,31.090866,5.5818987,3.3853586,607.17645,266.11545,202.80368,4.143329507286722
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc2n([N+](=O)[O-])nc([N+](=O)[O-])n12,1.903562,8.817188,36.274452,6.3676066,3.9570737,620.67505,405.5092,131.50122,4.361051739149622
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])c2[nH]nnc2c1=N[N+](=O)[O-],1.8614469,8.483894,33.24388,5.9770265,3.8288052,640.0927,545.11285,149.89893,4.527568316788444
O=c1n(N[N+](=O)[O-])c(=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n1N[N+](=O)[O-],1.9547008,9.102273,38.986816,6.091072,4.0353646,664.3637,243.73135,138.35803,4.656695083464545
O=C(N=c1c2c([N+](=O)[O-])nc(C=N[N+](=O)[O-])nc2[nH]c(=O)n1C=N[N+](=O)[O-])N[N+](=O)[O-],1.8313488,7.724936,27.313738,4.6854467,2.8631945,614.2053,-2.812711,166.21964,4.590767095632055
Nc1nc([N+](=O)[O-])c2[nH]c(=O)n(N[N+](=O)[O-])c2n1,1.8267584,7.5368257,26.095919,4.2168,2.7158914,648.4601,-34.092358,153.29417,3.670704849068838
Nc1c([N+](=O)[O-])c2nnnn2c2c([N+](=O)[O-])nnnc12,1.8577486,7.934638,29.206207,5.4379277,3.2759979,603.2959,633.64404,242.40378,3.6044959352515775
Nc1nc2nc([N+](=O)[O-])n([N+](=O)[O-])c2c(=NN[N+](=O)[O-])n1[N+](=O)[O-],1.8969908,8.676186,35.003464,5.815083,3.8003938,655.81305,330.1427,138.08517,4.439558078715294
O=[N+]([O-])c1cnn2c([N+](=O)[O-])c([N+](=O)[O-])nc2c1[N+](=O)[O-],1.8968278,8.484928,33.605293,6.211691,3.5880246,574.8969,275.45636,228.68396,3.3872945295230794
Nn1c([N+](=O)[O-])c(N[N+](=O)[O-])c2nonc21,1.8673308,8.647337,34.718655,6.4126797,4.1840754,653.325,423.03073,143.09525,3.7940855057597807
O=[N+]([O-])N=Cc1c(O[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n2nnnc12,1.887037,8.667054,34.83925,6.4230046,3.8628583,599.15155,401.00302,117.78758,4.098213813605403
N=c1c2nc([N+](=O)[O-])c([N+](=O)[O-])n2n(N)c(=O)n1N[N+](=O)[O-],1.8787923,8.411554,32.89681,5.464425,3.6019804,660.84644,183.3157,151.30656,4.212806757996473
NN=c1c2c(nnn2[N+](=O)[O-])nc([N+](=O)[O-])n1N[N+](=O)[O-],1.8958675,8.810402,36.130527,6.104429,4.1023226,674.10223,552.98517,138.19124,4.428500213838764
O=c1n(C=N[N+](=O)[O-])c(=O)n2c(N[N+](=O)[O-])c([N+](=O)[O-])nc2n1[N+](=O)[O-],1.9277846,8.458097,33.666424,5.2319574,3.2717087,626.2374,-53.271366,129.86879,4.4351179510021215
O=c1c2c(c(C=N[N+](=O)[O-])nn2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],1.9075288,8.389991,32.92263,5.508871,3.3530085,608.98706,98.90201,148.14113,4.786698876247556
O=[N+]([O-])c1nc([N+](=O)[O-])n2cnc([N+](=O)[O-])c2n1,1.8740739,8.18052,31.060112,5.558447,3.2875435,591.0121,237.91968,249.41742,3.4928106182996057
O=[N+]([O-])N=Cn1nnc2c([N+](=O)[O-])nnc([N+](=O)[O-])c21,1.8654557,8.520338,33.61466,6.2561502,3.8548074,614.3437,578.0251,175.50029,4.2009286159042585
